product_code,naics_code,raw_annotations,product_text
B000Q0OTZG,325412,"['311340', '325412', '325412', '325412', '332999']","Genuine Bayer Aspirin 325mg Coated Tablets Pain Reliever with Lifesaving Benefits 50 Count

Bayer Aspirin helps prevent another heart attack or clotrelated ischemic stroke when taken as directed by your doctor
Aspirin is not appropriate for everyone so be sure to talk to your doctor before you begin an aspirin regimen
Genuine Bayer Aspirin Is sodiumfree and caffeinefree
Each tablet is coated to make it easier to swallow
Genuine Bayer Aspirin is the 1 Selling Aspirin brand"
B07JGC7SDQ,111339,"['111339', '311942', '111339', '311340', '111339', '115114']","Gaea Olive Snack Pitted Kalamata Olives 23 oz Pack of 8

Olives are sun ripened and handpicked with low salinity and no additives
Preservative free lemon juice is used in place of citric acid
Convenient packaging is lightweight and liquid free for no mess
CARBON NEUTRAL olives are handpicked and grown with timehonored traditional farming techniques
Authentic Greek flavor"
B000RY8O5M,333294,"['0', '333294', '311514', '311514', '333294']","Carnation Evaporated Milk Low Fat 2 12 fl oz

The package dimension of the product is 32L x 32W x 37H
The package weight of the product is 39 pounds


"
B01326T37Y,315212,"['315211', '315212', '315212', '315212', '315211', '315212']","BoyGirl Baby Shower Straws Pink  Blue Paper Straws 50 Pack  Twins or Unisex Straws Barbershop Striped Straws Baby Shower Party Favors
Pack of 50 high quality paper drinking straws that measure 775 These fun retrostyle striped pattern straws can easily turn any event into a fashionable one Spice Up dessert tables party favors and candy buffets at birthday parties baby showers graduation celebrations wedding receptions baby showers  everyday occasions Durable Biodegradeable Food Safe Thick Coating  Lasts for hours in water p Combine with Food Picks Cake Plates Cupcake Stands  More Party Decorations from Food with Fashionp
Pack of 50 High Quality Paper Drinking Baby BoyGirl Straws 775
Unisex Baby Shower Straws Sip in Style Serve Our Old Fashioned Retro Vintage Soda Counter Beverage Straws in Mason Jars Lemonade Iced Tea Malts Milkshakes  Smoothies
Durable Biodegradable Food Safe Thick Coating  Lasts for Hours in Liquid
Great for Baby Showers Party Straws Birthday Parties Wedding Receptions Summer Picnics Bridal Showers  Everyday Occasions
Combine with Food Picks Cake Plates Goodie Bags Cupcake Stands  More Party Decorations from Food with Fashion"
B01H3EW8GE,311920,"['311920', '311920', '311920', '311920', '311920', '325411']","Stash Tea Cinnamon Apple Chamomile Herbal Tea 20 Count

Spicy cinnamon serves as a perfect compliment to juicy apple with a touch of chamomile for soothing relaxation
Enjoyed hot or iced this blend is reminiscent of apple pie
KofK kosher certified caffeine free ships in frustration free packaging
Blended in the USA with natural ingredients from around the world
"
B089QPNVKP,311920,"['311920', '311920', '333294', '311920', '311920', '333294', '311320', '311920', '311920', '333294']","Black Rifle Coffee Rounds Silencer Smooth Light Roast 12 Count

ABOUT THIS BLEND The only roast worthy of its name CAF delivers a high caffeine punch with a rich smoky flavor Made for the professional coffee drinker CAF will never disappoint Gourmet Coffee This is Americas Coffee DISCLAIMER According to the National Institute on Drug Abuse besides death a severe caffeine overdose can cause fast and erratic heartbeats seizures vomiting diarrhea and disorientation
WORLDS BEST SINGLE SERVE COFFEE It doesnt matter if you are looking for variety packs or French roast coffee in bulk BRCC Coffee Rounds offer assorted roasts that are compatible with all K Cup Variety Brewers to meet all of your coffee loving needs For dark roast cups try the popular specialty coffee Beyond Black If lighter single serve coffee pods are your thing check out the Silencer Smooth roast Or if you want a little bit of everything grab a mixed coffee pods variety pack
VARIETY OF ROASTS FOR EVERY COFFEE LOVERYou need the freshest and strongest or smoothest coffee around We personally blend Brazilian  Colombian beans to create a smooth taste of java no matter the roast Great as coffee gifts or additions to a Man Crate
BOLD FLAVOR MEETS AMERICAN CONVENIENCE Black Rifle Coffee Rounds are the perfect way to conveniently get your single serve coffee fix Our bold flavors include dark roast cups light roast cups and everything inbetween Made with top quality Brazillian and Columbian coffee beans you can expect a fresh and bold flavor with every cup These coffee pods are Keruig 10 and 20 compatible
 PROUDLY AMERICAN  OWNED BY VETERANS If youre looking for the worlds best coffee get it from members of the worlds finest military As a company owned by Veterans we proudly support America and we proudly stand by our Veterans and Service Members A portion of our proceeds go to directly support the causes that help veterans first responders and Law Enforcement Officers thin blue line Drink your morning specialty coffee and support our men and women in service"
B07F2JRZ63,311822,"['311822', '311822', '0', '311822', '311823']","McCormick Golden Dipt Fry Easy All Purpose Batter Mix 10 oz Pack of 8

Allpurpose corn flourbased batter mix coats up to 6 pounds of food
3 easy steps combine with water dip then fry for a flavorful golden coating
Golden coating seals in natural juices with a tasty savory crunch
Use batter mix with onion rings chicken shrimp or vegetables
Combine batter with garlic salt pepper and paprika for added flavor"
B01HHVDW8G,311822,"['311330', '311822', '311822', '311822', '311330']","Pillsbury Milk Chocolate Brownie Mix 184 oz

The package length of the product is 74 inches
The package width of the product is 58 inches
The package height of the product is 15 inches
The package weight of the product is 12 pounds
"
B06XS53G8H,311340,"['339914', '327215', '311340', '311340', '0']","15 Cake Topper  Premium Gold Metal  15th Birthday or Anniversary Party  Sparkly Rhinestone Quinceanera Cake Topper Decoration Makes a Great Centerpiece  Now Protected in a Box
bCelebrate your moment with a genuine Crystal Creations cake topperbbrbrbrbQUALITY METAL DESIGNbbrbrAll of our cake toppers are made to last through your event and can be reused for years to comebrbrPremium crystal rhinestones are set in a quality gold metal alloy backing with a beautiful mirror finishbrbrSparkly diamond rhinestones are securely fastened so no need to worry about losing anybrbrbrbrbrbALLURING SPARKLEbbrbrThis beautiful 15 rhinestone cake topper adds elegant bling to your birthday partybrbrOur cake toppers beautifully stand out on any cake making for a perfect addition to your celebration that will be sure to be noticedbrbrbrbVERSATILE SIZEbbrbrThe 15 measures approximately 375 wide and 45 tallbrbrThe prongs measure approximately 45 long and can easily be trimmed to your desired height using wire cuttersbrbrbrbPERFECT KEEPSAKEbbrbrKeep the cake topper as a wonderful memento for after the birthday party You can even gift it to a friend to reuse for their 15th birthday or anniversary celebrationbrbrbrbrbCheck for the C  all our 15 gold cake toppers have a C imprinted on the back so you know you are receiving a genuine Crystal Creations cake topper 100 moneyback guaranteeb
PROTECTIVE BOX KEEPS IT SAFE DURING SHIPPING  Shipping can be rough Unlike other cake toppers our 15th birthday or anniversary cake signs are now all packaged in a protective box with padding You can feel safe ordering close to your event knowing that the stunning piece will arrive intact and ready for your party After the party you can place the cake topper back in the pretty keepsake box for storage or pass it on to a friend for their event
BEAUTIFUL GOLD METAL  NOT ONLY IS METAL MORE DURABLE  IT JUST LOOKS NICER  Celebrate your 15th birthday or Quinceanera in style with our highend inset rhinestone cake topper Its made from a strong metal alloy that looks great and allows you to save it as a keepsake of your oneofakind event The compliments you get will have you ready to bling on your 15th year
CUSTOMIZABLE HEIGHT TO FIT MOST CAKES  Shorter cake Thats Aokay The 45 inch prongs can easily be cut down using a pair of wire cutters to fit whatever size cake you choose for your birthday or Quinceanera party The cake topper is metal weighing approximately 4 ounces so if you have a cream cake it can be a little heavy for it We suggest chilling the cake prior to putting the cake topper on
SPARKLING RHINESTONES MAKE YOUR PARTY SHINE  With gorgeous sparkly rhinestones and standing at approximately 375 wide and 45 tall with 45 prongs the number 15 cake topper will really stand out on your special day
PEACE OF MIND GUARANTEE  If for any reason you dont love your 15 cake topper let us know and youll get a replacement or your money back All Crystal Creations cake toppers have a C imprinted on the back so you know you are receiving a genuine product"
B08JD4B662,325411,"['325411', '325998', '325412', '325411', '325412']","Tru Dream Shots Natural Deep Sleep Aid Shot with 5Htp Melatonin and Gaba Sleep Blend 169 Fl Oz Pack of 4
Time to drop the massive sleeping pills and grab the great tasting natural sleep aid shot your night deserves Drink Tru Dream Shots
MELATONIN  CHAMOMILE  Enhanced with a proprietary blend including melatonin and chamomile Tru Dream Shot delivers an improved sleep quality and duration while being drugfree and non habit forming
7 HTP  Magnified by the amino acid 5 HTP 5Hydroxytryptophan to help promote the production of serotonin our natural deep sleep aid drink aims to improve normal sleep wake cycles
GABA  Fortified with magnesium and the neurotransmitter GABA Gammaaminobutyric acid to help promote a calming effect this natural sleep shot may help reduce anxiety symptoms and stress
NATURAL INGREDIENTS  Gluten free nonGMO vegan ketofriendly low glycemic index low calories low carbohydrates natural sweeteners natural flavors no major allergens no artificial preservatives and no regrets
DAMN TASTY FLAVOR  Naturally sweetened with monkfruit stevia leaf and erythritol this great tasting clean sleep shot is naturally flavored with mixed berry for a delicious refreshing taste Plus its only 5 calories"
B008H1LE8Q,311812,"['311821', '311821', '311812', '311812', '311812']","IF YOU CARE FSC Certified Paper Loaf Baking Pans 4count

If You Care Baking Pans are made from unbleached totally chlorinefree TCF greaseproof paper They are ready to use have natural easy release properties and there is no greasing necessary
Like all If You Care paper products our Baking Pans are totally chlorinefree so no chlorine or chlorine derivatives are dumped into our lakes rivers and streams
If You Care Paper Loaf Pans are perfect for all bread and loaf recipes even for lasagna You can freeze and reheat them too
Baked goods in If You Care Baking Pans make the perfect hostess gift Simply tie a colorful ribbon around the pan and bring to your next party
"
B08GMB952N,311312,"['311514', '311514', '311312', '311312', '311312']","Hoosier Hill Farm All American Whole Milk Powder 2 Pound

Certified Hormone Free rBST is also known as rBGH Gluten Free
Whole milk powder is great for use in confections baked goods or as a nutrient supplement Also great for use as an ingredient in dry blends or reconstituted for use as liquid milk
Directions 45 cups powder plus 375 quarts water Makes 1 gallon liquid milk
Hoosier Hill Farm is located in Americas heartland of northeast Indiana Our products and ingredients are guaranteed fresh and we are proud of our heritage and good oldfashioned values
2 pound jar Hoosier Hill Farm Whole Milk Powder 28"
B00B40RKYY,311812,"['311514', '311812', '311812', '311320', '311812']","Folgers Black Silk KCups for Keurig Brewers 18Count Packaging May Vary

Wake up to a bold yet exceptionally smooth blend with a subtle smoky note Includes 18 KCups Packaging May Vary
100 pure coffee packed in KCup portion packs Dark Roast
The KCup pack is a patented airtight container that locks out oxygen light and moisture while locking in freshness and flavor
Keurig Brewed has been dedicated to the art and science of bringing you the coffee  tea you love every time
PLEASE NOTE THE PACKAGING CHANGE DUE TO A RECENT PACKAGING CHANGE THE GRAPHICAL DESIGN OF THE KCUP BOXES  LIDS MAY VARY SLIGHTLY FROM IMAGE THE PRODUCT INGREDIENTS ROAST AMOUNT OF GRINDS ETC HAVE NOT CHANGED AND ARE EXACTLY THE SAME AS THIS PRODUCT HAS ALWAYS BEEN"
